Id,Platform,Name,AdditionalInformation,Expires
116fc2ec-9943-64ae-2e0d-e977a27f9b30,data_boundary,microsoftdevice.apps.installedapps,,2031-12-09 05:47:40
116fc2ec-9943-64ae-2e0d-e977a27f9b30,host,,,2031-12-09 05:47:40
b991814e-e9fe-6bc3-4fb0-abb60207021b,data_boundary,microsoftdevice.apps.installedapps,,2031-12-09 05:47:39
b991814e-e9fe-6bc3-4fb0-abb60207021b,host,,,2031-12-09 05:47:39
aac036c2-07ef-beed-9e18-5cab6b13e27d,data_boundary,microsoftdevice.apps.installedapps,,2031-12-09 05:47:43
aac036c2-07ef-beed-9e18-5cab6b13e27d,host,,,2031-12-09 05:47:43
7a8257c5-2a94-4e51-05f4-db48a18540a0,data_boundary,microsoftdevice.apps.installedapps,,2031-12-09 05:47:46
7a8257c5-2a94-4e51-05f4-db48a18540a0,host,,,2031-12-09 05:47:46
323bcea0-304b-460b-8aa3-8974bdce026a,data_boundary,microsoftdevice.apps.installedapps,,2031-12-09 05:47:45
323bcea0-304b-460b-8aa3-8974bdce026a,host,,,2031-12-09 05:47:45
a4d8225e-8ef5-20fa-2d31-543376e2a41b,data_boundary,microsoftdevice.apps.installedapps,,2031-12-09 06:35:22
a4d8225e-8ef5-20fa-2d31-543376e2a41b,host,,,2031-12-09 06:35:22
a2c21ae4-2cbe-74a1-a99a-30f656523c58,data_boundary,microsoftdevice.apps.installedapps,,2031-12-09 07:19:09
a2c21ae4-2cbe-74a1-a99a-30f656523c58,host,,,2031-12-09 07:19:09
7f9e637b-6b56-5189-42d9-3c459cf00f89,data_boundary,microsoftdevice.apps.installedapps,,2031-12-09 07:19:11
7f9e637b-6b56-5189-42d9-3c459cf00f89,host,,,2031-12-09 07:19:11
03b2f0b1-c745-14b2-d704-9a408ad8ffc7,data_boundary,microsoftdevice.apps.installedapps,,2031-12-09 07:20:47
03b2f0b1-c745-14b2-d704-9a408ad8ffc7,host,,,2031-12-09 07:20:47
a499d0d4-302b-a978-0825-5b6e06c426e2,data_boundary,microsoftdevice.apps.installedapps,,2031-12-09 07:47:43
a499d0d4-302b-a978-0825-5b6e06c426e2,host,,,2031-12-09 07:47:43
a0ecfec2-98cc-79a1-74df-44bbf7c8e779,data_boundary,microsoftdevice.apps.installedapps,,2031-12-09 07:47:45
a0ecfec2-98cc-79a1-74df-44bbf7c8e779,host,,,2031-12-09 07:47:45
7cca8eae-80bd-8c0f-381d-527a88cfb7d0,data_boundary,microsoftdevice.apps.installedapps,,2031-12-09 08:02:04
7cca8eae-80bd-8c0f-381d-527a88cfb7d0,host,,,2031-12-09 08:02:04
53bbfdba-c935-d7f8-8420-be9f3e5d0cb6,data_boundary,microsoftdevice.apps.installedapps,,2031-12-09 08:02:06
53bbfdba-c935-d7f8-8420-be9f3e5d0cb6,host,,,2031-12-09 08:02:06
28e35706-8b97-c520-5a45-1266c9d46a7b,data_boundary,microsoftdevice.apps.installedapps,,2031-12-09 08:02:08
28e35706-8b97-c520-5a45-1266c9d46a7b,host,,,2031-12-09 08:02:08
b72bec56-7e94-d6ed-9a83-cf44fcca801a,data_boundary,microsoftdevice.apps.installedapps,,2031-12-09 08:02:10
b72bec56-7e94-d6ed-9a83-cf44fcca801a,host,,,2031-12-09 08:02:10
331ed4e9-f038-0b87-7ad8-79f8b1f630f3,data_boundary,microsoftdevice.apps.installedapps,,2031-12-09 08:02:12
331ed4e9-f038-0b87-7ad8-79f8b1f630f3,host,,,2031-12-09 08:02:12
5e6eef72-c517-e2cb-537a-50147225cf7c,data_boundary,microsoftdevice.apps.installedapps,,2031-12-09 08:02:14
5e6eef72-c517-e2cb-537a-50147225cf7c,host,,,2031-12-09 08:02:14
7d124980-f501-19fb-fb42-b829129b841c,data_boundary,microsoftdevice.apps.installedapps,,2031-12-09 08:02:16
7d124980-f501-19fb-fb42-b829129b841c,host,,,2031-12-09 08:02:16
8e1bb411-a538-935d-91ca-1d0136be4b64,data_boundary,microsoftdevice.apps.installedapps,,2031-12-09 08:02:18
8e1bb411-a538-935d-91ca-1d0136be4b64,host,,,2031-12-09 08:02:18
1d62bd41-e72b-1e6b-884e-c25d9f593d2e,data_boundary,microsoftdevice.apps.installedapps,,2031-12-09 08:02:22
1d62bd41-e72b-1e6b-884e-c25d9f593d2e,host,,,2031-12-09 08:02:22
5b28cfd6-90e9-e91e-537b-97db96cd87ee,data_boundary,microsoftdevice.apps.installedapps,,2031-12-09 08:02:24
5b28cfd6-90e9-e91e-537b-97db96cd87ee,host,,,2031-12-09 08:02:24
276dcf33-1e0e-14a2-04d0-fcc2f91a9d52,data_boundary,microsoftdevice.apps.installedapps,,2031-12-09 08:02:26
