Id,ActivityTypeOrg,ActivityType,Executable,DisplayText,ContentInfo,Payload,ClipboardPayload,StartTime,EndTime,Duration,LastModifiedTime,LastModifiedTimeOnClient,CreatedTime,ExpirationTime,OperationExpirationTime,OperationOrder,AppId,OperationType,Description,PlatformDeviceId,DevicePlatform,TimeZone
17593d6b-746c-1914-73c9-f9082281eeaf,11,11,Microsoft.Credentials.WiFi,,,(Binary data),,2024-12-06 10:11:56,,,2024-12-06 10:11:56,2024-12-06 10:11:58,2024-12-06 10:11:56,2031-12-05 10:11:58,2024-12-06 10:10:56,40,"[{""application"":""Microsoft.Credentials.WiFi"",""platform"":""data_boundary""},{""application"":"""",""platform"":""packageId""},{""application"":"""",""platform"":""alternateId""}]",1,,Fb0thJC0eQBIU7PLHIsPHoOV0SweolFTycQ2eKYtSg0=,,
e7bd5d14-01d4-3d8c-bb97-88107f1f4165,11,11,Microsoft.Credentials.WiFi,,,(Binary data),,2024-12-06 10:11:56,,,2024-12-06 10:11:56,2024-12-06 10:11:59,2024-12-06 10:11:56,2031-12-05 10:11:59,2024-12-06 10:10:56,41,"[{""application"":""Microsoft.Credentials.WiFi"",""platform"":""data_boundary""},{""application"":"""",""platform"":""packageId""},{""application"":"""",""platform"":""alternateId""}]",1,,Fb0thJC0eQBIU7PLHIsPHoOV0SweolFTycQ2eKYtSg0=,,
de950e1a-c19b-8879-8b13-2afe5cc4a6e5,11,11,Microsoft.Credentials.WiFi,,,(Binary data),,2024-12-06 10:11:56,,,2024-12-06 10:11:56,2024-12-06 10:12:00,2024-12-06 10:11:56,2031-12-05 10:12:00,2024-12-06 10:10:56,42,"[{""application"":""Microsoft.Credentials.WiFi"",""platform"":""data_boundary""},{""application"":"""",""platform"":""packageId""},{""application"":"""",""platform"":""alternateId""}]",1,,Fb0thJC0eQBIU7PLHIsPHoOV0SweolFTycQ2eKYtSg0=,,
9465417a-0a55-e64c-f496-c4e6b840daf1,11,11,Microsoft.Credentials.WiFi,,,(Binary data),,2024-12-06 10:11:57,,,2024-12-06 10:11:57,2024-12-06 10:12:01,2024-12-06 10:11:57,2031-12-05 10:12:01,2024-12-06 10:10:57,43,"[{""application"":""Microsoft.Credentials.WiFi"",""platform"":""data_boundary""},{""application"":"""",""platform"":""packageId""},{""application"":"""",""platform"":""alternateId""}]",1,,Fb0thJC0eQBIU7PLHIsPHoOV0SweolFTycQ2eKYtSg0=,,
19d5a5d5-3a0c-0b99-afeb-fd7fabe44631,11,11,Microsoft.Credentials.WiFi,,,(Binary data),,2024-12-06 10:11:57,,,2024-12-06 10:11:57,2024-12-06 10:12:02,2024-12-06 10:11:57,2031-12-05 10:12:02,2024-12-06 10:10:57,44,"[{""application"":""Microsoft.Credentials.WiFi"",""platform"":""data_boundary""},{""application"":"""",""platform"":""packageId""},{""application"":"""",""platform"":""alternateId""}]",1,,Fb0thJC0eQBIU7PLHIsPHoOV0SweolFTycQ2eKYtSg0=,,
476f5620-120f-36e2-b43c-5142662bfbdb,11,11,Microsoft.Credentials.WiFi,,,(Binary data),,2024-12-06 10:11:57,,,2024-12-06 10:11:57,2024-12-06 10:12:03,2024-12-06 10:11:57,2031-12-05 10:12:03,2024-12-06 10:10:57,45,"[{""application"":""Microsoft.Credentials.WiFi"",""platform"":""data_boundary""},{""application"":"""",""platform"":""packageId""},{""application"":"""",""platform"":""alternateId""}]",1,,Fb0thJC0eQBIU7PLHIsPHoOV0SweolFTycQ2eKYtSg0=,,
1d8d978a-a46f-2614-9eed-8dfa374db560,11,11,Microsoft.Credentials.WiFi,,,(Binary data),,2024-12-06 10:11:57,,,2024-12-06 10:11:57,2024-12-06 10:12:04,2024-12-06 10:11:57,2031-12-05 10:12:04,2024-12-06 10:10:57,46,"[{""application"":""Microsoft.Credentials.WiFi"",""platform"":""data_boundary""},{""application"":"""",""platform"":""packageId""},{""application"":"""",""platform"":""alternateId""}]",1,,Fb0thJC0eQBIU7PLHIsPHoOV0SweolFTycQ2eKYtSg0=,,
269435e7-c310-504c-8d64-a39d44848250,11,11,Microsoft.Credentials.WiFi,,,(Binary data),,2024-12-06 10:11:57,,,2024-12-06 10:11:57,2024-12-06 10:12:05,2024-12-06 10:11:57,2031-12-05 10:12:05,2024-12-06 10:10:57,47,"[{""application"":""Microsoft.Credentials.WiFi"",""platform"":""data_boundary""},{""application"":"""",""platform"":""packageId""},{""application"":"""",""platform"":""alternateId""}]",1,,Fb0thJC0eQBIU7PLHIsPHoOV0SweolFTycQ2eKYtSg0=,,
bb49d5b9-0f74-2e7a-c598-487cb271b268,11,11,Microsoft.Credentials.WiFi,,,(Binary data),,2024-12-06 10:11:57,,,2024-12-06 10:11:57,2024-12-06 10:12:06,2024-12-06 10:11:57,2031-12-05 10:12:06,2024-12-06 10:10:57,48,"[{""application"":""Microsoft.Credentials.WiFi"",""platform"":""data_boundary""},{""application"":"""",""platform"":""packageId""},{""application"":"""",""platform"":""alternateId""}]",1,,Fb0thJC0eQBIU7PLHIsPHoOV0SweolFTycQ2eKYtSg0=,,
de6a11e8-b72a-0717-9ae0-fb8b80bb3dbe,11,11,Microsoft.Credentials.WiFi,,,(Binary data),,2024-12-06 10:11:58,,,2024-12-06 10:11:58,2024-12-06 10:12:07,2024-12-06 10:11:58,2031-12-05 10:12:07,2024-12-06 10:10:58,49,"[{""application"":""Microsoft.Credentials.WiFi"",""platform"":""data_boundary""},{""application"":"""",""platform"":""packageId""},{""application"":"""",""platform"":""alternateId""}]",1,,Fb0thJC0eQBIU7PLHIsPHoOV0SweolFTycQ2eKYtSg0=,,
6f13220f-95da-2bc1-de6b-6f231da9b1d9,11,11,Microsoft.Credentials.WiFi,,,(Binary data),,2024-12-06 10:11:58,,,2024-12-06 10:11:58,2024-12-06 10:12:08,2024-12-06 10:11:58,2031-12-05 10:12:08,2024-12-06 10:10:58,50,"[{""application"":""Microsoft.Credentials.WiFi"",""platform"":""data_boundary""},{""application"":"""",""platform"":""packageId""},{""application"":"""",""platform"":""alternateId""}]",1,,Fb0thJC0eQBIU7PLHIsPHoOV0SweolFTycQ2eKYtSg0=,,
0469b37b-2163-b6b4-7529-7f57cd75b332,11,11,Microsoft.Credentials.WiFi,,,(Binary data),,2024-12-06 10:11:58,,,2024-12-06 10:11:58,2024-12-06 10:12:09,2024-12-06 10:11:58,2031-12-05 10:12:09,2024-12-06 10:10:58,51,"[{""application"":""Microsoft.Credentials.WiFi"",""platform"":""data_boundary""},{""application"":"""",""platform"":""packageId""},{""application"":"""",""platform"":""alternateId""}]",1,,Fb0thJC0eQBIU7PLHIsPHoOV0SweolFTycQ2eKYtSg0=,,
b9b2aa74-7dc3-8259-85f9-be9befbd8230,11,11,Microsoft.Credentials.WiFi,,,(Binary data),,2024-12-06 10:11:58,,,2024-12-06 10:11:58,2024-12-06 10:12:10,2024-12-06 10:11:58,2031-12-05 10:12:10,2024-12-06 10:10:58,52,"[{""application"":""Microsoft.Credentials.WiFi"",""platform"":""data_boundary""},{""application"":"""",""platform"":""packageId""},{""application"":"""",""platform"":""alternateId""}]",1,,Fb0thJC0eQBIU7PLHIsPHoOV0SweolFTycQ2eKYtSg0=,,
4bd8979b-9762-6e6d-12b8-188dca4d0095,11,11,Microsoft.Credentials.WiFi,,,(Binary data),,2024-12-06 10:11:58,,,2024-12-06 10:11:58,2024-12-06 10:12:11,2024-12-06 10:11:58,2031-12-05 10:12:11,2024-12-06 10:10:58,53,"[{""application"":""Microsoft.Credentials.WiFi"",""platform"":""data_boundary""},{""application"":"""",""platform"":""packageId""},{""application"":"""",""platform"":""alternateId""}]",1,,Fb0thJC0eQBIU7PLHIsPHoOV0SweolFTycQ2eKYtSg0=,,
0c6ea66c-5510-eb93-40db-022089fc07d1,11,11,Microsoft.Credentials.WiFi,,,(Binary data),,2024-12-06 10:11:58,,,2024-12-06 10:11:58,2024-12-06 10:12:12,2024-12-06 10:11:58,2031-12-05 10:12:12,2024-12-06 10:10:58,54,"[{""application"":""Microsoft.Credentials.WiFi"",""platform"":""data_boundary""},{""application"":"""",""platform"":""packageId""},{""application"":"""",""platform"":""alternateId""}]",1,,Fb0thJC0eQBIU7PLHIsPHoOV0SweolFTycQ2eKYtSg0=,,
a9addf78-66b1-46ee-c4ff-22f17f366fd8,11,11,Microsoft.Credentials.WiFi,,,(Binary data),,2024-12-06 10:11:59,,,2024-12-06 10:11:59,2024-12-06 10:12:13,2024-12-06 10:11:59,2031-12-05 10:12:13,2024-12-06 10:10:59,55,"[{""application"":""Microsoft.Credentials.WiFi"",""platform"":""data_boundary""},{""application"":"""",""platform"":""packageId""},{""application"":"""",""platform"":""alternateId""}]",1,,Fb0thJC0eQBIU7PLHIsPHoOV0SweolFTycQ2eKYtSg0=,,
a2812c06-5805-eed3-c54b-354caa5bedce,11,11,MicrosoftDevice.Apps.InstalledApps,,,(Binary data),,2024-12-06 10:26:27,,,2024-12-06 10:26:27,2024-12-06 10:28:46,2024-12-06 10:27:57,2031-12-05 10:28:46,2024-12-06 10:26:57,70,"[{""application"":""MicrosoftDevice.Apps.InstalledApps"",""platform"":""data_boundary""},{""application"":"""",""platform"":""packageId""},{""application"":"""",""platform"":""alternateId""}]",1,,Fb0thJC0eQBIU7PLHIsPHoOV0SweolFTycQ2eKYtSg0=,,
4ef7cae5-3b6b-e54c-6e26-ee7ce5ddb7ff,11,11,MicrosoftDevice.Apps.InstalledApps,,,(Binary data),,2024-12-06 10:27:58,,,2024-12-06 10:27:58,2024-12-06 10:28:48,2024-12-06 10:27:58,2031-12-05 10:28:48,2024-12-06 10:26:58,71,"[{""application"":""MicrosoftDevice.Apps.InstalledApps"",""platform"":""data_boundary""},{""application"":"""",""platform"":""packageId""},{""application"":"""",""platform"":""alternateId""}]",1,,Fb0thJC0eQBIU7PLHIsPHoOV0SweolFTycQ2eKYtSg0=,,
